head,relation,tail
user_218,rated,movie_516
user_85,rated,movie_414
user_60,rated,movie_498
user_188,rated,movie_233
user_144,rated,movie_960
user_184,rated,movie_88
user_83,rated,movie_412
user_194,rated,movie_631
user_11,rated,movie_751
user_178,rated,movie_1051
user_318,rated,movie_1023
user_328,rated,movie_132
user_142,rated,movie_28
user_293,rated,movie_657
user_13,rated,movie_437
user_246,rated,movie_231
user_346,rated,movie_727
user_323,rated,movie_199
user_194,rated,movie_510
user_99,rated,movie_123
user_280,rated,movie_483
user_314,rated,movie_1276
user_305,rated,movie_943
user_106,rated,movie_923
user_174,rated,movie_383
user_62,rated,movie_955
user_10,rated,movie_223
user_234,rated,movie_526
user_92,rated,movie_660
user_361,rated,movie_273
user_1,rated,movie_143
user_332,rated,movie_258
user_286,rated,movie_559
user_308,rated,movie_805
user_326,rated,movie_448
user_323,rated,movie_22
user_365,rated,movie_301
user_23,rated,movie_315
user_256,rated,movie_783
user_3,rated,movie_334
user_195,rated,movie_99
user_236,rated,movie_223
user_38,rated,movie_389
user_95,rated,movie_505
user_351,rated,movie_873
user_271,rated,movie_83
user_297,rated,movie_250
user_91,rated,movie_351
user_119,rated,movie_472
user_42,rated,movie_1051
user_270,rated,movie_703
user_311,rated,movie_526
user_94,rated,movie_562
user_352,rated,movie_746
user_350,rated,movie_174
user_233,rated,movie_286
user_250,rated,movie_1
user_154,rated,movie_806
user_255,rated,movie_569
user_229,rated,movie_875
user_332,rated,movie_1013
user_58,rated,movie_237
user_320,rated,movie_976
user_307,rated,movie_169
user_110,rated,movie_794
user_244,rated,movie_818
user_330,rated,movie_596
user_343,rated,movie_474
user_59,rated,movie_25
user_64,rated,movie_173
user_280,rated,movie_934
user_283,rated,movie_627
user_314,rated,movie_120
user_336,rated,movie_13
user_312,rated,movie_587
user_222,rated,movie_411
user_181,rated,movie_933
user_270,rated,movie_741
user_59,rated,movie_65
user_174,rated,movie_63
user_313,rated,movie_44
user_264,rated,movie_208
user_59,rated,movie_382
user_301,rated,movie_511
user_341,rated,movie_877
user_60,rated,movie_1124
user_303,rated,movie_849
user_1,rated,movie_151
user_13,rated,movie_786
user_56,rated,movie_94
user_59,rated,movie_175
user_58,rated,movie_246
user_234,rated,movie_95
user_365,rated,movie_15
user_164,rated,movie_148
user_194,rated,movie_202
user_151,rated,movie_425
user_83,rated,movie_1043
user_116,rated,movie_180
user_49,rated,movie_347
user_233,rated,movie_644
user_102,rated,movie_271
user_144,rated,movie_285
user_71,rated,movie_475
user_145,rated,movie_1077
user_299,rated,movie_742
user_263,rated,movie_79
user_276,rated,movie_631
user_308,rated,movie_968
user_1,rated,movie_51
user_269,rated,movie_435
user_95,rated,movie_736
user_311,rated,movie_708
user_244,rated,movie_90
user_313,rated,movie_318
user_258,rated,movie_310
user_123,rated,movie_485
user_334,rated,movie_183
user_130,rated,movie_743
user_269,rated,movie_64
user_328,rated,movie_451
user_43,rated,movie_300
user_130,rated,movie_12
user_90,rated,movie_185
user_12,rated,movie_132
user_189,rated,movie_216
user_207,rated,movie_135
user_315,rated,movie_55
user_5,rated,movie_139
user_195,rated,movie_469
user_88,rated,movie_302
user_153,rated,movie_678
user_148,rated,movie_1012
user_270,rated,movie_155
user_218,rated,movie_273
user_145,rated,movie_674
user_223,rated,movie_369
user_222,rated,movie_4
user_128,rated,movie_785
user_192,rated,movie_127
user_228,rated,movie_651
user_354,rated,movie_191
user_328,rated,movie_82
user_344,rated,movie_716
user_38,rated,movie_450
user_269,rated,movie_137
user_248,rated,movie_55
user_310,rated,movie_304
user_13,rated,movie_612
user_130,rated,movie_335
user_62,rated,movie_774
user_135,rated,movie_77
user_294,rated,movie_264
user_89,rated,movie_813
user_194,rated,movie_433
user_94,rated,movie_39
user_318,rated,movie_396
user_151,rated,movie_223
user_181,rated,movie_1120
user_312,rated,movie_234
user_177,rated,movie_175
user_297,rated,movie_50
user_313,rated,movie_162
user_275,rated,movie_89
user_293,rated,movie_202
user_330,rated,movie_465
user_323,rated,movie_100
user_135,rated,movie_566
user_229,rated,movie_358
user_288,rated,movie_900
user_295,rated,movie_1221
user_162,rated,movie_151
user_87,rated,movie_55
user_128,rated,movie_378
user_268,rated,movie_267
user_282,rated,movie_302
user_361,rated,movie_222
user_280,rated,movie_286
user_334,rated,movie_276
user_361,rated,movie_387
user_87,rated,movie_385
user_344,rated,movie_175
user_312,rated,movie_481
user_130,rated,movie_1047
user_357,rated,movie_222
user_190,rated,movie_118
user_308,rated,movie_192
user_106,rated,movie_8
user_357,rated,movie_928
user_320,rated,movie_678
user_217,rated,movie_117
user_216,rated,movie_764
user_230,rated,movie_633
user_263,rated,movie_82
user_233,rated,movie_495
user_314,rated,movie_672
user_204,rated,movie_310
user_279,rated,movie_240
user_188,rated,movie_195
user_177,rated,movie_179
user_181,rated,movie_330
user_184,rated,movie_458
user_86,rated,movie_872
user_79,rated,movie_313
user_53,rated,movie_181
user_125,rated,movie_204
user_326,rated,movie_528
user_276,rated,movie_747
user_238,rated,movie_300
user_39,rated,movie_333
user_201,rated,movie_175
user_276,rated,movie_746
user_13,rated,movie_334
user_117,rated,movie_12
user_301,rated,movie_651
user_280,rated,movie_790
user_3,rated,movie_350
user_345,rated,movie_956
user_174,rated,movie_393
user_181,rated,movie_866
user_290,rated,movie_158
user_360,rated,movie_238
user_247,rated,movie_257
user_162,rated,movie_117
user_43,rated,movie_336
user_258,rated,movie_311
user_348,rated,movie_819
user_191,rated,movie_328
user_215,rated,movie_483
user_184,rated,movie_665
user_114,rated,movie_157
user_184,rated,movie_52
user_49,rated,movie_821
user_233,rated,movie_212
user_345,rated,movie_173
user_55,rated,movie_1089
user_293,rated,movie_99
user_13,rated,movie_353
user_99,rated,movie_196
user_49,rated,movie_325
user_367,rated,movie_1012
user_123,rated,movie_127
user_194,rated,movie_383
user_141,rated,movie_825
user_323,rated,movie_150
user_279,rated,movie_1180
user_330,rated,movie_575
user_109,rated,movie_1244
user_177,rated,movie_318
user_85,rated,movie_792
user_248,rated,movie_249
user_298,rated,movie_237
user_276,rated,movie_139
user_23,rated,movie_257
user_52,rated,movie_657
user_201,rated,movie_1194
user_330,rated,movie_8
user_268,rated,movie_403
user_70,rated,movie_176
user_280,rated,movie_53
user_234,rated,movie_152
user_13,rated,movie_759
user_325,rated,movie_181
user_268,rated,movie_269
user_154,rated,movie_202
user_222,rated,movie_689
user_354,rated,movie_269
user_42,rated,movie_222
user_99,rated,movie_232
user_96,rated,movie_170
user_111,rated,movie_1024
user_87,rated,movie_300
user_328,rated,movie_349
user_13,rated,movie_190
user_347,rated,movie_227
user_117,rated,movie_258
user_229,rated,movie_286
user_329,rated,movie_591
user_345,rated,movie_508
user_291,rated,movie_396
user_320,rated,movie_1188
user_94,rated,movie_34
user_72,rated,movie_515
user_218,rated,movie_695
user_18,rated,movie_12
user_346,rated,movie_1110
user_218,rated,movie_762
user_178,rated,movie_58
user_334,rated,movie_302
user_303,rated,movie_49
user_145,rated,movie_1208
user_42,rated,movie_925
user_329,rated,movie_79
user_286,rated,movie_11
user_33,rated,movie_343
user_326,rated,movie_79
user_339,rated,movie_183
user_308,rated,movie_521
user_264,rated,movie_1225
user_130,rated,movie_672
user_114,rated,movie_183
user_276,rated,movie_229
user_11,rated,movie_383
user_256,rated,movie_202
user_273,rated,movie_311
user_116,rated,movie_661
user_13,rated,movie_137
user_332,rated,movie_82
user_6,rated,movie_479
user_91,rated,movie_689
user_79,rated,movie_137
user_308,rated,movie_265
user_10,rated,movie_651
user_295,rated,movie_1401
user_18,rated,movie_181
user_49,rated,movie_299
user_343,rated,movie_423
user_92,rated,movie_423
user_244,rated,movie_762
user_363,rated,movie_288
user_43,rated,movie_423
user_201,rated,movie_1425
user_84,rated,movie_31
user_59,rated,movie_1047
user_234,rated,movie_157
user_300,rated,movie_328
user_345,rated,movie_1082
user_191,rated,movie_269
user_268,rated,movie_114
user_147,rated,movie_269
user_71,rated,movie_222
user_76,rated,movie_59
user_232,rated,movie_462
user_102,rated,movie_248
user_205,rated,movie_326
user_200,rated,movie_25
user_311,rated,movie_431
user_197,rated,movie_195
user_356,rated,movie_937
user_303,rated,movie_1016
user_101,rated,movie_815
user_119,rated,movie_1259
user_264,rated,movie_56
user_210,rated,movie_447
user_276,rated,movie_63
user_308,rated,movie_178
user_64,rated,movie_181
user_303,rated,movie_1014
user_271,rated,movie_284
user_201,rated,movie_513
user_92,rated,movie_628
user_54,rated,movie_333
user_301,rated,movie_187
user_81,rated,movie_410
user_31,rated,movie_498
user_21,rated,movie_234
user_311,rated,movie_212
user_264,rated,movie_792
user_132,rated,movie_137
user_307,rated,movie_463
user_311,rated,movie_275
user_22,rated,movie_403
user_43,rated,movie_318
user_201,rated,movie_61
user_186,rated,movie_770
user_125,rated,movie_475
user_339,rated,movie_73
user_145,rated,movie_120
user_51,rated,movie_132
user_130,rated,movie_84
user_347,rated,movie_144
user_110,rated,movie_715
user_100,rated,movie_905
user_311,rated,movie_470
user_189,rated,movie_248
user_365,rated,movie_1017
user_44,rated,movie_227
user_201,rated,movie_1098
user_295,rated,movie_25
user_193,rated,movie_276
user_125,rated,movie_1093
user_10,rated,movie_711
user_276,rated,movie_272
user_43,rated,movie_1053
user_342,rated,movie_427
user_14,rated,movie_211
user_8,rated,movie_190
user_280,rated,movie_144
user_333,rated,movie_739
user_11,rated,movie_721
user_94,rated,movie_380
user_8,rated,movie_686
user_115,rated,movie_462
user_264,rated,movie_559
user_299,rated,movie_297
user_299,rated,movie_1021
user_268,rated,movie_483
user_95,rated,movie_202
user_24,rated,movie_25
user_159,rated,movie_546
user_174,rated,movie_312
user_368,rated,movie_379
user_293,rated,movie_943
user_186,rated,movie_550
user_250,rated,movie_582
user_185,rated,movie_638
user_234,rated,movie_566
user_221,rated,movie_257
user_187,rated,movie_659
user_313,rated,movie_187
user_116,rated,movie_199
user_109,rated,movie_9
user_174,rated,movie_412
user_7,rated,movie_208
user_371,rated,movie_97
user_296,rated,movie_255
user_280,rated,movie_82
user_271,rated,movie_275
user_110,rated,movie_791
user_59,rated,movie_926
user_217,rated,movie_576
user_145,rated,movie_665
user_334,rated,movie_204
user_42,rated,movie_568
user_200,rated,movie_143
user_89,rated,movie_387
user_311,rated,movie_588
user_235,rated,movie_269
user_287,rated,movie_156
user_344,rated,movie_204
user_43,rated,movie_289
user_99,rated,movie_11
user_145,rated,movie_159
user_200,rated,movie_82
user_269,rated,movie_316
user_13,rated,movie_517
user_184,rated,movie_208
user_327,rated,movie_144
user_218,rated,movie_517
user_6,rated,movie_487
user_279,rated,movie_792
user_268,rated,movie_161
user_85,rated,movie_124
user_75,rated,movie_472
user_18,rated,movie_483
user_234,rated,movie_291
user_196,rated,movie_238
user_318,rated,movie_750
user_2,rated,movie_281
user_295,rated,movie_102
user_276,rated,movie_81
user_194,rated,movie_1409
user_291,rated,movie_1078
user_145,rated,movie_896
user_160,rated,movie_762
user_290,rated,movie_216
user_174,rated,movie_1254
user_327,rated,movie_435
user_145,rated,movie_471
user_83,rated,movie_465
user_277,rated,movie_591
user_214,rated,movie_56
user_345,rated,movie_1315
user_330,rated,movie_44
user_328,rated,movie_1277
user_6,rated,movie_131
user_334,rated,movie_693
user_156,rated,movie_192
user_91,rated,movie_479
user_130,rated,movie_22
user_75,rated,movie_271
user_328,rated,movie_265
user_291,rated,movie_379
user_222,rated,movie_815
user_347,rated,movie_168
user_328,rated,movie_510
user_290,rated,movie_423
user_12,rated,movie_157
user_151,rated,movie_114
user_294,rated,movie_603
user_244,rated,movie_232
user_130,rated,movie_63
user_259,rated,movie_762
user_58,rated,movie_425
user_245,rated,movie_112
user_184,rated,movie_1232
user_122,rated,movie_727
user_144,rated,movie_129
user_305,rated,movie_357
user_16,rated,movie_96
user_1,rated,movie_175
user_7,rated,movie_618
user_16,rated,movie_546
user_80,rated,movie_45
user_173,rated,movie_294
user_104,rated,movie_1017
user_161,rated,movie_523
user_179,rated,movie_1316
user_12,rated,movie_71
user_59,rated,movie_141
user_339,rated,movie_636
user_321,rated,movie_485
user_201,rated,movie_204
user_59,rated,movie_516
user_56,rated,movie_118
user_191,rated,movie_332
user_65,rated,movie_318
user_249,rated,movie_993
user_145,rated,movie_229
user_262,rated,movie_336
user_235,rated,movie_52
user_116,rated,movie_604
user_49,rated,movie_476
user_286,rated,movie_325
user_221,rated,movie_588
user_197,rated,movie_344
user_198,rated,movie_23
user_207,rated,movie_28
user_345,rated,movie_251
user_145,rated,movie_760
user_316,rated,movie_1084
user_77,rated,movie_179
user_83,rated,movie_575
user_328,rated,movie_55
user_178,rated,movie_1035
user_346,rated,movie_33
user_89,rated,movie_26
user_334,rated,movie_1315
user_263,rated,movie_69
user_53,rated,movie_199
user_312,rated,movie_498
user_213,rated,movie_1
user_270,rated,movie_173
user_85,rated,movie_690
user_85,rated,movie_404
user_184,rated,movie_949
user_330,rated,movie_823
user_230,rated,movie_1050
user_184,rated,movie_255
user_312,rated,movie_132
user_322,rated,movie_179
user_32,rated,movie_118
user_184,rated,movie_1010
user_18,rated,movie_180
user_55,rated,movie_89
user_373,rated,movie_588
user_274,rated,movie_546
user_363,rated,movie_97
user_177,rated,movie_197
user_87,rated,movie_796
user_24,rated,movie_477
user_137,rated,movie_261
user_253,rated,movie_237
user_298,rated,movie_200
user_344,rated,movie_597
user_305,rated,movie_638
user_85,rated,movie_499
user_44,rated,movie_168
user_33,rated,movie_258
user_293,rated,movie_8
user_365,rated,movie_109
user_90,rated,movie_42
user_99,rated,movie_963
user_176,rated,movie_250
user_234,rated,movie_414
user_308,rated,movie_515
user_314,rated,movie_983
user_85,rated,movie_1168
user_137,rated,movie_50
user_130,rated,movie_1016
user_117,rated,movie_1057
user_225,rated,movie_64
user_109,rated,movie_117
user_85,rated,movie_199
user_15,rated,movie_924
user_179,rated,movie_269
user_154,rated,movie_333
user_170,rated,movie_333
user_49,rated,movie_202
user_62,rated,movie_183
user_343,rated,movie_1132
user_43,rated,movie_866
user_95,rated,movie_471
user_116,rated,movie_294
user_95,rated,movie_2
user_223,rated,movie_120
user_151,rated,movie_419
user_291,rated,movie_1098
user_303,rated,movie_79
user_15,rated,movie_289
user_308,rated,movie_443
user_43,rated,movie_316
user_334,rated,movie_77
user_26,rated,movie_864
user_130,rated,movie_779
user_138,rated,movie_514
user_234,rated,movie_237
user_297,rated,movie_79
user_335,rated,movie_324
user_334,rated,movie_620
user_276,rated,movie_597
user_69,rated,movie_689
user_297,rated,movie_864
user_153,rated,movie_64
user_184,rated,movie_699
user_58,rated,movie_568
user_178,rated,movie_480
user_348,rated,movie_288
user_62,rated,movie_173
user_307,rated,movie_428
user_222,rated,movie_946
user_117,rated,movie_240
user_10,rated,movie_705
user_94,rated,movie_1032
user_326,rated,movie_185
user_59,rated,movie_739
user_307,rated,movie_189
user_339,rated,movie_431
user_318,rated,movie_182
user_321,rated,movie_494
user_217,rated,movie_185
user_72,rated,movie_435
user_249,rated,movie_431
user_299,rated,movie_1141
user_13,rated,movie_888
user_151,rated,movie_972
user_235,rated,movie_705
user_160,rated,movie_4
user_12,rated,movie_15
user_62,rated,movie_78
user_314,rated,movie_42
user_89,rated,movie_151
user_230,rated,movie_582
user_120,rated,movie_9
user_316,rated,movie_614
user_331,rated,movie_454
user_40,rated,movie_271
user_345,rated,movie_172
user_55,rated,movie_1016
user_92,rated,movie_1213
user_73,rated,movie_28
user_373,rated,movie_694
user_373,rated,movie_707
user_336,rated,movie_405
user_325,rated,movie_484
user_8,rated,movie_301
user_141,rated,movie_237
user_141,rated,movie_1258
user_345,rated,movie_216
user_87,rated,movie_88
user_209,rated,movie_1105
user_7,rated,movie_587
user_290,rated,movie_98
user_16,rated,movie_692
user_175,rated,movie_176
user_185,rated,movie_197
user_328,rated,movie_331
user_244,rated,movie_20
user_181,rated,movie_1048
user_246,rated,movie_840
user_269,rated,movie_293
user_246,rated,movie_385
user_221,rated,movie_789
user_130,rated,movie_150
user_109,rated,movie_176
user_174,rated,movie_332
user_94,rated,movie_28
user_85,rated,movie_1098
user_48,rated,movie_522
user_237,rated,movie_98
user_293,rated,movie_23
user_313,rated,movie_494
user_178,rated,movie_70
user_293,rated,movie_322
user_6,rated,movie_528
user_236,rated,movie_15
user_38,rated,movie_393
user_276,rated,movie_737
user_143,rated,movie_328
user_276,rated,movie_854
user_90,rated,movie_693
user_18,rated,movie_960
user_251,rated,movie_222
user_7,rated,movie_172
user_44,rated,movie_106
user_85,rated,movie_382
user_184,rated,movie_13
user_286,rated,movie_20
user_56,rated,movie_219
user_345,rated,movie_403
user_45,rated,movie_1061
user_73,rated,movie_156
user_254,rated,movie_125
user_184,rated,movie_202
user_360,rated,movie_309
user_214,rated,movie_236
user_18,rated,movie_179
user_57,rated,movie_1094
user_363,rated,movie_616
user_200,rated,movie_29
user_148,rated,movie_228
user_63,rated,movie_323
user_270,rated,movie_66
user_6,rated,movie_28
user_291,rated,movie_834
user_314,rated,movie_143
user_82,rated,movie_520
user_346,rated,movie_218
user_103,rated,movie_222
user_189,rated,movie_657
user_154,rated,movie_182
user_13,rated,movie_384
user_291,rated,movie_1083
user_148,rated,movie_473
user_271,rated,movie_1091
user_264,rated,movie_219
user_154,rated,movie_50
user_370,rated,movie_56
user_27,rated,movie_298
user_268,rated,movie_395
user_82,rated,movie_480
user_94,rated,movie_118
user_342,rated,movie_1368
user_299,rated,movie_889
user_177,rated,movie_245
user_44,rated,movie_185
user_371,rated,movie_175
user_186,rated,movie_237
user_102,rated,movie_176
user_43,rated,movie_238
user_326,rated,movie_134
user_243,rated,movie_713
user_349,rated,movie_105
user_82,rated,movie_25
user_257,rated,movie_50
user_14,rated,movie_70
user_346,rated,movie_17
user_6,rated,movie_467
user_227,rated,movie_276
user_157,rated,movie_298
user_290,rated,movie_1336
user_189,rated,movie_847
user_86,rated,movie_889
user_249,rated,movie_333
user_42,rated,movie_211
user_152,rated,movie_790
user_328,rated,movie_1248
user_193,rated,movie_485
user_59,rated,movie_709
user_293,rated,movie_228
user_346,rated,movie_977
user_207,rated,movie_183
user_239,rated,movie_1020
user_301,rated,movie_77
user_248,rated,movie_183
user_288,rated,movie_12
user_303,rated,movie_451
user_255,rated,movie_436
user_210,rated,movie_202
user_363,rated,movie_102
user_299,rated,movie_479
user_92,rated,movie_834
user_323,rated,movie_327
user_374,rated,movie_1047
user_249,rated,movie_628
user_222,rated,movie_401
user_122,rated,movie_70
user_122,rated,movie_511
user_23,rated,movie_32
user_10,rated,movie_696
user_144,rated,movie_298
user_196,rated,movie_663
user_152,rated,movie_966
user_157,rated,movie_740
user_18,rated,movie_610
user_107,rated,movie_258
user_125,rated,movie_999
user_334,rated,movie_475
user_207,rated,movie_171
user_85,rated,movie_480
user_111,rated,movie_269
user_12,rated,movie_191
user_304,rated,movie_322
user_342,rated,movie_544
user_201,rated,movie_482
user_333,rated,movie_748
user_167,rated,movie_1126
user_303,rated,movie_1224
user_222,rated,movie_62
user_6,rated,movie_136
user_223,rated,movie_276
user_340,rated,movie_1133
user_70,rated,movie_546
user_244,rated,movie_764
user_355,rated,movie_310
user_230,rated,movie_185
user_295,rated,movie_210
user_308,rated,movie_98
user_210,rated,movie_49
user_130,rated,movie_1228
user_249,rated,movie_456
user_215,rated,movie_230
user_207,rated,movie_1118
user_136,rated,movie_313
user_276,rated,movie_117
user_216,rated,movie_824
user_269,rated,movie_50
user_293,rated,movie_466
user_275,rated,movie_142
user_136,rated,movie_1142
user_112,rated,movie_347
user_292,rated,movie_1014
user_77,rated,movie_176
user_314,rated,movie_941
user_181,rated,movie_829
user_200,rated,movie_33
user_291,rated,movie_551
user_301,rated,movie_152
user_291,rated,movie_237
user_334,rated,movie_716
user_216,rated,movie_218
user_358,rated,movie_482
user_13,rated,movie_243
user_100,rated,movie_289
user_119,rated,movie_12
user_268,rated,movie_558
user_94,rated,movie_273
user_200,rated,movie_205
user_333,rated,movie_98
user_256,rated,movie_161
user_265,rated,movie_409
user_268,rated,movie_108
user_320,rated,movie_3
user_90,rated,movie_178
user_347,rated,movie_609
user_286,rated,movie_405
user_136,rated,movie_223
user_344,rated,movie_537
user_244,rated,movie_22
user_350,rated,movie_1
user_299,rated,movie_127
user_221,rated,movie_129
user_328,rated,movie_403
user_181,rated,movie_21
user_254,rated,movie_174
user_158,rated,movie_566
user_262,rated,movie_419
user_243,rated,movie_1466
user_230,rated,movie_7
user_301,rated,movie_411
user_104,rated,movie_347
user_348,rated,movie_1
user_208,rated,movie_302
user_151,rated,movie_675
user_105,rated,movie_258
user_72,rated,movie_210
user_322,rated,movie_89
user_280,rated,movie_180
user_10,rated,movie_367
user_156,rated,movie_137
user_372,rated,movie_159
user_363,rated,movie_316
user_178,rated,movie_866
user_181,rated,movie_112
user_346,rated,movie_232
user_114,rated,movie_507
user_14,rated,movie_14
user_271,rated,movie_248
user_354,rated,movie_847
user_263,rated,movie_328
user_258,rated,movie_893
user_100,rated,movie_691
user_259,rated,movie_12
user_90,rated,movie_604
user_130,rated,movie_367
user_327,rated,movie_293
user_57,rated,movie_173
user_239,rated,movie_493
user_318,rated,movie_305
user_13,rated,movie_776
user_339,rated,movie_32
user_253,rated,movie_188
user_311,rated,movie_199
user_311,rated,movie_226
user_283,rated,movie_42
user_125,rated,movie_386
user_361,rated,movie_26
user_283,rated,movie_24
user_334,rated,movie_210
user_181,rated,movie_1390
user_336,rated,movie_202
user_254,rated,movie_222
user_276,rated,movie_544
user_89,rated,movie_83
user_268,rated,movie_265
user_311,rated,movie_748
user_270,rated,movie_17
user_344,rated,movie_196
user_58,rated,movie_480
user_328,rated,movie_31
user_234,rated,movie_221
user_60,rated,movie_633
user_2,rated,movie_13
user_321,rated,movie_180
user_131,rated,movie_1
user_307,rated,movie_91
user_264,rated,movie_709
user_181,rated,movie_1282
user_102,rated,movie_403
user_197,rated,movie_808
user_308,rated,movie_487
user_374,rated,movie_126
user_6,rated,movie_117
user_367,rated,movie_250
user_299,rated,movie_257
user_25,rated,movie_480
user_87,rated,movie_208
user_277,rated,movie_748
user_332,rated,movie_655
user_16,rated,movie_735
user_236,rated,movie_419
user_11,rated,movie_736
user_1,rated,movie_107
user_6,rated,movie_32
user_72,rated,movie_124
user_214,rated,movie_952
user_305,rated,movie_52
user_345,rated,movie_297
user_269,rated,movie_902
user_336,rated,movie_864
user_314,rated,movie_402
user_33,rated,movie_313
user_345,rated,movie_1017
user_346,rated,movie_392
user_123,rated,movie_50
user_161,rated,movie_286
user_330,rated,movie_204
user_234,rated,movie_781
user_181,rated,movie_148
user_262,rated,movie_238
user_233,rated,movie_492
user_200,rated,movie_294
user_213,rated,movie_135
user_130,rated,movie_596
user_346,rated,movie_167
user_142,rated,movie_362
user_325,rated,movie_135
user_83,rated,movie_28
user_90,rated,movie_521
user_13,rated,movie_530
user_314,rated,movie_765
user_361,rated,movie_275
user_334,rated,movie_436
user_314,rated,movie_147
user_363,rated,movie_906
user_92,rated,movie_183
user_247,rated,movie_272
user_230,rated,movie_51
user_44,rated,movie_755
user_98,rated,movie_209
user_326,rated,movie_674
user_303,rated,movie_96
user_92,rated,movie_318
user_12,rated,movie_196
user_94,rated,movie_64
user_327,rated,movie_288
user_288,rated,movie_317
user_373,rated,movie_724
user_337,rated,movie_106
user_179,rated,movie_301
user_267,rated,movie_7
user_241,rated,movie_332
user_87,rated,movie_182
user_311,rated,movie_679
user_58,rated,movie_20
user_276,rated,movie_77
user_194,rated,movie_450
user_236,rated,movie_51
user_44,rated,movie_9
user_354,rated,movie_480
user_303,rated,movie_62
user_134,rated,movie_300
user_92,rated,movie_692
user_338,rated,movie_604
user_224,rated,movie_86
user_341,rated,movie_880
user_194,rated,movie_218
user_94,rated,movie_1206
user_332,rated,movie_300
user_180,rated,movie_111
user_321,rated,movie_709
user_108,rated,movie_181
user_199,rated,movie_242
user_46,rated,movie_313
user_85,rated,movie_855
user_188,rated,movie_504
user_174,rated,movie_333
user_153,rated,movie_22
user_119,rated,movie_188
user_45,rated,movie_476
user_287,rated,movie_346
user_14,rated,movie_498
user_189,rated,movie_21
user_363,rated,movie_189
user_367,rated,movie_246
user_268,rated,movie_82
user_14,rated,movie_181
user_200,rated,movie_570
user_91,rated,movie_529
user_195,rated,movie_258
user_194,rated,movie_559
user_301,rated,movie_281
user_60,rated,movie_272
user_278,rated,movie_347
user_181,rated,movie_1370
user_344,rated,movie_477
user_44,rated,movie_209
user_38,rated,movie_225
user_18,rated,movie_276
user_91,rated,movie_82
user_336,rated,movie_395
user_305,rated,movie_156
user_102,rated,movie_810
user_181,rated,movie_1272
user_156,rated,movie_317
user_365,rated,movie_258
user_32,rated,movie_122
user_6,rated,movie_15
user_236,rated,movie_756
user_234,rated,movie_965
user_232,rated,movie_498
user_130,rated,movie_625
user_291,rated,movie_41
user_344,rated,movie_25
user_222,rated,movie_232
user_13,rated,movie_907
user_378,rated,movie_554
user_214,rated,movie_327
user_279,rated,movie_762
user_363,rated,movie_1007
user_297,rated,movie_135
user_13,rated,movie_232
user_13,rated,movie_861
user_87,rated,movie_79
user_195,rated,movie_61
user_158,rated,movie_11
user_13,rated,movie_48
user_189,rated,movie_121
user_344,rated,movie_663
user_14,rated,movie_922
user_181,rated,movie_840
user_181,rated,movie_1259
user_94,rated,movie_50
user_206,rated,movie_904
user_89,rated,movie_707
user_62,rated,movie_1128
user_288,rated,movie_340
user_329,rated,movie_515
user_354,rated,movie_882
user_291,rated,movie_101
user_153,rated,movie_127
user_285,rated,movie_168
user_303,rated,movie_153
user_13,rated,movie_505
user_246,rated,movie_675
user_93,rated,movie_476
user_268,rated,movie_129
user_325,rated,movie_1411
user_226,rated,movie_7
user_297,rated,movie_175
user_344,rated,movie_451
user_233,rated,movie_69
user_87,rated,movie_684
user_70,rated,movie_472
user_181,rated,movie_1378
user_260,rated,movie_300
user_200,rated,movie_45
user_246,rated,movie_720
user_92,rated,movie_527
user_330,rated,movie_50
user_82,rated,movie_103
user_299,rated,movie_496
user_28,rated,movie_218
user_64,rated,movie_83
user_262,rated,movie_1054
user_59,rated,movie_102
user_294,rated,movie_325
user_294,rated,movie_471
user_344,rated,movie_58
user_276,rated,movie_46
user_21,rated,movie_974
user_43,rated,movie_993
user_72,rated,movie_644
user_273,rated,movie_902
user_54,rated,movie_1016
user_276,rated,movie_265
user_328,rated,movie_162
user_90,rated,movie_813
user_161,rated,movie_127
user_305,rated,movie_245
user_69,rated,movie_9
user_273,rated,movie_900
user_95,rated,movie_14
user_177,rated,movie_289
user_334,rated,movie_922
user_64,rated,movie_420
user_119,rated,movie_562
user_23,rated,movie_419
user_154,rated,movie_480
user_271,rated,movie_25
user_276,rated,movie_231
user_60,rated,movie_671
user_279,rated,movie_464
user_42,rated,movie_12
user_320,rated,movie_576
user_279,rated,movie_226
user_378,rated,movie_63
user_347,rated,movie_465
user_15,rated,movie_508
user_328,rated,movie_370
user_204,rated,movie_292
user_378,rated,movie_367
user_295,rated,movie_485
user_255,rated,movie_763
user_67,rated,movie_121
user_328,rated,movie_443
user_57,rated,movie_237
user_20,rated,movie_405
user_243,rated,movie_28
user_94,rated,movie_1210
user_328,rated,movie_371
user_188,rated,movie_148
user_308,rated,movie_204
user_344,rated,movie_568
user_130,rated,movie_685
user_206,rated,movie_258
user_119,rated,movie_111
user_347,rated,movie_208
user_151,rated,movie_514
user_13,rated,movie_21
user_373,rated,movie_598
user_210,rated,movie_186
user_144,rated,movie_274
user_58,rated,movie_813
user_76,rated,movie_474
user_294,rated,movie_147
user_184,rated,movie_77
user_137,rated,movie_222
user_311,rated,movie_527
user_259,rated,movie_235
user_43,rated,movie_597
user_92,rated,movie_196
user_254,rated,movie_162
user_95,rated,movie_83
user_104,rated,movie_475
user_214,rated,movie_248
user_128,rated,movie_790
user_293,rated,movie_55
